name,word,source
1925,improvement,longitudinal
1925,difference,longitudinal
1925,data,longitudinal
1925,fit,longitudinal
1925,model,longitudinal
1925,included,longitudinal
1927,variable,longitudinal
1927,fit,longitudinal
1927,model,longitudinal
1927,included,longitudinal
1927,lgpa,longitudinal
1927,lsat,longitudinal
1927,score,longitudinal
1927,model,longitudinal
1927,improvements,longitudinal
1928,resulting,longitudinal
1928,adding,longitudinal
1928,variables,longitudinal
1928,lgpa,longitudinal
1928,lsat,longitudinal
1928,score,longitudinal
1928,shown,longitudinal
1928,table,longitudinal
1928,discussed,longitudinal
1929,previously,longitudinal
1929,factors,longitudinal
1929,examined,longitudinal
1929,related,longitudinal
1929,individually,longitudinal
1929,bar,longitudinal
1929,examination,longitudinal
1929,outcome,longitudinal
1930,analyses,longitudinal
1930,variables,longitudinal
1930,revealed,longitudinal
1930,significantly,longitudinal
1930,correlated,longitudinal
1930,law,longitudinal
1930,school,longitudinal
1930,grades,longitudinal
1931,lsat,longitudinal
1931,score,longitudinal
1931,reason,longitudinal
1931,variables,longitudinal
1931,model,longitudinal
1931,unique,longitudinal
1932,information,longitudinal
1932,additional,longitudinal
1932,variables,longitudinal
1932,contribute,longitudinal
1932,chi,longitudinal
1932,square,longitudinal
1932,improvement,longitudinal
1932,values,longitudinal
1933,models,longitudinal
1933,astin,longitudinal
1933,index,longitudinal
1933,undergraduate,longitudinal
1933,school,longitudinal
1933,selectivity,longitudinal
1933,added,longitudinal
1934,ugpa,longitudinal
1934,added,longitudinal
1934,statistically,longitudinal
1934,significant,longitudinal
1934,chi,longitudinal
1934,square,longitudinal
1934,improvement,longitudinal
1935,modest,longitudinal
1935,importantly,longitudinal
1935,statistically,longitudinal
1935,significant,longitudinal
1935,improvement,longitudinal
1935,adding,longitudinal
1935,ugpa,longitudinal
1935,astin,longitudinal
1936,index,longitudinal
1936,undergraduate,longitudinal
1936,school,longitudinal
1936,selectivity,longitudinal
1936,percentage,longitudinal
1936,concordant,longitudinal
1936,pairs,longitudinal
1936,correlation,longitudinal
1937,actual,longitudinal
1937,predicted,longitudinal
1937,outcome,longitudinal
1937,change,longitudinal
1937,values,longitudinal
1937,calculated,longitudinal
1937,decimal,longitudinal
1938,table,longitudinal
1939,chi,longitudinal
1939,square,longitudinal
1939,improvement,longitudinal
1939,resulting,longitudinal
1939,adding,longitudinal
1939,selected,longitudinal
1939,continuous,longitudinal
1939,variables,longitudinal
1939,bar,longitudinal
1939,examination,longitudinal
1939,outcome,longitudinal
1939,model,longitudinal
1940,lgpa,longitudinal
1940,lsat,longitudinal
1940,entered,longitudinal
1941,explanatory,longitudinal
1941,variables,longitudinal
1941,df,longitudinal
1941,chi,longitudinal
1941,square,longitudinal
1941,improvement,longitudinal
1942,lgpa,longitudinal
1942,lsat,longitudinal
1942,astin,longitudinal
1942,index,longitudinal
1943,lgpa,longitudinal
1943,lsat,longitudinal
1943,stratum,longitudinal
1944,lgpa,longitudinal
1944,lsat,longitudinal
1944,ugpa,longitudinal
1946,noted,longitudinal
1946,previously,longitudinal
1946,analyses,longitudinal
1946,model,longitudinal
1946,fit,longitudinal
1946,conducted,longitudinal
1946,jurisdictions,longitudinal
1946,combined,longitudinal
1947,individual,longitudinal
1947,jurisdictions,longitudinal
1947,sample,longitudinal
1947,sizes,longitudinal
1947,sufficient,longitudinal
1947,adding,longitudinal
1947,ugpa,longitudinal
1947,models,longitudinal
1947,individual,longitudinal
1948,jurisdictions,longitudinal
1948,produced,longitudinal
1948,mixed,longitudinal
1948,results,longitudinal
1948,improvement,longitudinal
1948,statistically,longitudinal
1948,significant,longitudinal
1949,half,longitudinal
1949,jurisdictions,longitudinal
1949,results,longitudinal
1949,combined,longitudinal
1949,data,longitudinal
1949,adding,longitudinal
1949,ugpa,longitudinal
1949,model,longitudinal
1950,individual,longitudinal
1950,jurisdictions,longitudinal
1950,resulted,longitudinal
1950,meaningful,longitudinal
1950,increase,longitudinal
1950,correlation,longitudinal
1950,actual,longitudinal
1951,predicted,longitudinal
1951,outcome,longitudinal
1951,percentage,longitudinal
1951,concordant,longitudinal
1951,pairs,longitudinal
1951,astin,longitudinal
1951,index,longitudinal
1951,selectivity,longitudinal
1951,significant,longitudinal
1952,analyses,longitudinal
1952,individual,longitudinal
1952,jurisdictions,longitudinal
1952,lack,longitudinal
1952,increase,longitudinal
1953,correlation,longitudinal
1953,actual,longitudinal
1953,predicted,longitudinal
1953,outcome,longitudinal
1953,percentage,longitudinal
1953,concordant,longitudinal
1953,pairs,longitudinal
1954,wightman,longitudinal
1954,supra,longitudinal
1954,note,longitudinal
1954,description,longitudinal
1954,law,longitudinal
1954,school,longitudinal
1954,stratum,longitudinal
1955,precisely,longitudinal
1955,improvement,longitudinal
1955,difference,longitudinal
1955,log,longitudinal
1955,likelihood,longitudinal
1955,chi,longitudinal
1955,square,longitudinal
1955,values,longitudinal
1955,additional,longitudinal
1955,variable,longitudinal
1955,model,longitudinal
1956,difference,longitudinal
1956,distributed,longitudinal
1956,chi,longitudinal
1956,square,longitudinal
1956,test,longitudinal
1956,null,longitudinal
1956,hypothesis,longitudinal
1956,additional,longitudinal
1956,variable,longitudinal
1956,improve,longitudinal
1956,explanatory,longitudinal
1956,power,longitudinal
1957,model,longitudinal
1958,lsat,longitudinal
1958,score,longitudinal
1958,correlated,longitudinal
1958,law,longitudinal
1958,school,longitudinal
1958,stratum,longitudinal
1958,ses,longitudinal
1958,astin,longitudinal
1958,index,longitudinal
1958,ugpa,longitudinal
1958,adjusted,longitudinal
1958,lgpa,longitudinal
1958,correlated,longitudinal
1959,ugpa,longitudinal
1961,chapter,longitudinal
1961,building,longitudinal
1961,statistical,longitudinal
1961,models,longitudinal
1961,identify,longitudinal
1961,factors,longitudinal
1961,related,longitudinal
1961,bar,longitudinal
1961,passage,longitudinal
1962,evaluating,longitudinal
1962,impact,longitudinal
1962,adding,longitudinal
1962,ses,longitudinal
1962,model,longitudinal
1964,ses,longitudinal
1964,entered,longitudinal
1964,model,longitudinal
1964,variable,longitudinal
1964,ses,longitudinal
1964,index,longitudinal
1964,values,longitudinal
1964,previously,longitudinal
1966,improvement,longitudinal
1966,fit,longitudinal
1966,data,longitudinal
1966,model,longitudinal
1966,consequence,longitudinal
1966,adding,longitudinal
1966,ses,longitudinal
1966,result,longitudinal
1967,surprising,longitudinal
1967,simple,longitudinal
1967,correlation,longitudinal
1967,ses,longitudinal
1967,bar,longitudinal
1967,examination,longitudinal
1967,outcome,longitudinal
1968,additionally,longitudinal
1968,correlation,longitudinal
1968,ses,longitudinal
1968,lsat,longitudinal
1968,score,longitudinal
1968,adding,longitudinal
1968,ses,longitudinal
1968,model,longitudinal
1969,included,longitudinal
1969,lsat,longitudinal
1969,score,longitudinal
1969,lgpa,longitudinal
1969,add,longitudinal
1969,unique,longitudinal
1969,information,longitudinal
1969,model,longitudinal
1970,finding,longitudinal
1970,necessarily,longitudinal
1970,ses,longitudinal
1970,plays,longitudinal
1970,role,longitudinal
1970,determining,longitudinal
1971,population,longitudinal
1971,ultimately,longitudinal
1971,lawyer,longitudinal
1971,correlation,longitudinal
1971,ses,longitudinal
1971,bar,longitudinal
1971,examination,longitudinal
1971,outcome,longitudinal
1972,law,longitudinal
1972,school,longitudinal
1972,graduates,longitudinal
1972,result,longitudinal
1972,educational,longitudinal
1972,selection,longitudinal
1972,process,longitudinal
1972,legal,longitudinal
1972,education,longitudinal
1972,bar,longitudinal
1973,examination,longitudinal
1973,occur,longitudinal
1973,educational,longitudinal
1973,road,longitudinal
1973,researchers,longitudinal
1973,found,longitudinal
1974,choice,longitudinal
1974,law,longitudinal
1974,career,longitudinal
1974,random,longitudinal
1974,undergraduates,longitudinal
1974,students,longitudinal
1974,upper,longitudinal
1974,ses,longitudinal
1974,families,longitudinal
1975,choose,longitudinal
1975,law,longitudinal
1975,students,longitudinal
1975,lower,longitudinal
1975,ses,longitudinal
1975,pattern,longitudinal
1975,exists,longitudinal
1975,study,longitudinal
1977,population,longitudinal
1977,role,longitudinal
1977,ses,longitudinal
1977,play,longitudinal
1977,educational,longitudinal
1977,achievement,longitudinal
1977,toll,longitudinal
1978,evaluating,longitudinal
1978,impact,longitudinal
1978,adding,longitudinal
1978,nonordered,longitudinal
1978,variables,longitudinal
1978,model,longitudinal
1979,set,longitudinal
1979,analyses,longitudinal
1979,nonordered,longitudinal
1979,i.e,longitudinal
1979,categorical,longitudinal
1979,variables,longitudinal
1979,tested,longitudinal
1979,lgpa,longitudinal
1979,lsat,longitudinal
1979,score,longitudinal
1980,model,longitudinal
1980,law,longitudinal
1980,school,longitudinal
1980,cluster,longitudinal
1980,geographic,longitudinal
1980,region,longitudinal
1980,examination,longitudinal
1980,explained,longitudinal
1980,earlier,longitudinal
1981,categorical,longitudinal
1981,variables,longitudinal
1981,logistic,longitudinal
1981,regression,longitudinal
1981,models,longitudinal
1981,interpretation,longitudinal
1982,category,longitudinal
1982,comparison,longitudinal
1982,reference,longitudinal
1982,category,longitudinal
1984,adding,longitudinal
1984,law,longitudinal
1984,school,longitudinal
1984,cluster,longitudinal
1984,model,longitudinal
1984,law,longitudinal
1984,school,longitudinal
1984,cluster,longitudinal
1984,categorical,longitudinal
1984,variable,longitudinal
1984,examined,longitudinal
1985,analyses,longitudinal
1985,regression,longitudinal
1985,parameter,longitudinal
1985,cluster,longitudinal
1985,interpreted,longitudinal
1985,comparison,longitudinal
1985,cluster,longitudinal
1986,reference,longitudinal
1986,category,longitudinal
1986,cluster,longitudinal
1986,selected,longitudinal
1986,referent,longitudinal
1986,reasons,longitudinal
1986,largest,longitudinal
1987,clusters,longitudinal
1987,representing,longitudinal
1987,schools,longitudinal
1987,included,longitudinal
1987,study,longitudinal
1987,cluster,longitudinal
1987,schools,longitudinal
1987,represent,longitudinal
1988,excellent,longitudinal
1988,educational,longitudinal
1988,students,longitudinal
1988,broad,longitudinal
1988,range,longitudinal
1988,economic,longitudinal
1988,means,longitudinal
1988,schools,longitudinal
1988,included,longitudinal
1989,cluster,longitudinal
1989,predominantly,longitudinal
1989,public,longitudinal
1989,percent,longitudinal
1989,expensive,longitudinal
1989,aba,longitudinal
1989,approved,longitudinal
1989,schools,longitudinal
1990,average,longitudinal
1990,selectivity,longitudinal
1990,ugpas,longitudinal
1990,lsat,longitudinal
1990,scores,longitudinal
1990,entering,longitudinal
1990,students,longitudinal
1991,cluster,longitudinal
1991,reference,longitudinal
1991,cluster,longitudinal
1991,means,longitudinal
1991,regression,longitudinal
1991,coefficient,longitudinal
1991,obtained,longitudinal
1991,clusters,longitudinal
1992,interpreted,longitudinal
1992,change,longitudinal
1992,log,longitudinal
1992,odds,longitudinal
1992,passing,longitudinal
1992,bar,longitudinal
1992,examination,longitudinal
1992,attempt,longitudinal
1993,attendance,longitudinal
1993,school,longitudinal
1993,cluster,longitudinal
1993,compared,longitudinal
1993,attended,longitudinal
1993,cluster,longitudinal
1993,school,longitudinal
1993,cluster,longitudinal
1994,selected,longitudinal
1994,reference,longitudinal
1994,model,longitudinal
1994,fit,longitudinal
1994,affected,longitudinal
1994,purpose,longitudinal
1994,referent,longitudinal
1995,identify,longitudinal
1995,odds,longitudinal
1995,compared,longitudinal
1996,supra,longitudinal
1996,pages,longitudinal
1996,detailed,longitudinal
1996,description,longitudinal
1996,ses,longitudinal
1996,index,longitudinal
1997,chi,longitudinal
1997,square,longitudinal
1997,improvement,longitudinal
1997,df,longitudinal
1998,warkov,longitudinal
1998,zelan,longitudinal
1998,supra,longitudinal
1998,note,longitudinal
1999,wightman,longitudinal
1999,supra,longitudinal
1999,note,longitudinal
2000,coding,longitudinal
2000,methods,longitudinal
2000,categorical,longitudinal
2000,variables,longitudinal
2000,supra,longitudinal
2000,page,longitudinal
2001,id,longitudinal
2001,assignments,longitudinal
2001,clusters,longitudinal
2001,dummy,longitudinal
2001,coded,longitudinal
2001,analyses,longitudinal
2001,series,longitudinal
2001,variables,longitudinal
2001,called,longitudinal
2001,cluster,longitudinal
2001,cluster,longitudinal
2001,created,longitudinal
2001,represent,longitudinal
2002,factor,longitudinal
2002,law,longitudinal
2002,school,longitudinal
2002,cluster,longitudinal
2002,variables,longitudinal
2002,required,longitudinal
2002,represent,longitudinal
2002,categorical,longitudinal
2002,variable,longitudinal
2002,categories,longitudinal
2003,law,longitudinal
2003,school,longitudinal
2003,clusters,longitudinal
2003,variables,longitudinal
2003,created,longitudinal
2003,represent,longitudinal
2003,clusters,longitudinal
2003,membership,longitudinal
2003,cluster,longitudinal
2003,assigned,longitudinal
2003,nonmembership,longitudinal
2003,assigned,longitudinal
2004,student,longitudinal
2004,attended,longitudinal
2004,cluster,longitudinal
2004,law,longitudinal
2004,school,longitudinal
2004,assigned,longitudinal
2004,cluster,longitudinal
2004,clusters,longitudinal
2006,chapter,longitudinal
2006,building,longitudinal
2006,statistical,longitudinal
2006,models,longitudinal
2006,identify,longitudinal
2006,factors,longitudinal
2006,related,longitudinal
2006,bar,longitudinal
2006,passage,longitudinal
2007,purpose,longitudinal
2007,adding,longitudinal
2007,cluster,longitudinal
2007,model,longitudinal
2007,determine,longitudinal
2007,characteristics,longitudinal
2007,school,longitudinal
2008,student,longitudinal
2008,attended,longitudinal
2008,related,longitudinal
2008,probability,longitudinal
2008,student,longitudinal
2008,passed,longitudinal
2008,bar,longitudinal
2008,examination,longitudinal
2008,lgpa,longitudinal
2009,lsat,longitudinal
2009,score,longitudinal
2009,account,longitudinal
2009,data,longitudinal
2009,reported,longitudinal
2009,earlier,longitudinal
2009,bar,longitudinal
2009,passage,longitudinal
2009,rates,longitudinal
2011,pass,longitudinal
2011,rates,longitudinal
2011,ethnic,longitudinal
2011,varied,longitudinal
2011,law,longitudinal
2011,school,longitudinal
2011,clusters,longitudinal
2011,data,longitudinal
2011,students,longitudinal
2011,attending,longitudinal
2011,school,longitudinal
2013,clusters,longitudinal
2013,differed,longitudinal
2013,academic,longitudinal
2013,indicators,longitudinal
2013,law,longitudinal
2013,school,longitudinal
2013,clusters,longitudinal
2013,differed,longitudinal
2013,selectivity,longitudinal
2014,question,longitudinal
2014,students,longitudinal
2014,sample,longitudinal
2014,lgpa,longitudinal
2014,lsat,longitudinal
2014,score,longitudinal
2015,chance,longitudinal
2015,passing,longitudinal
2015,bar,longitudinal
2015,examination,longitudinal
2015,attended,longitudinal
2015,highly,longitudinal
2015,selective,longitudinal
2015,academically,longitudinal
2016,competitive,longitudinal
2016,law,longitudinal
2016,schools,longitudinal
2016,attended,longitudinal
2016,schools,longitudinal
2016,model,longitudinal
2016,test,longitudinal
2016,statistic,longitudinal
2017,model,longitudinal
2017,variables,longitudinal
2017,statistically,longitudinal
2017,significant,longitudinal
2017,test,longitudinal
2017,model,longitudinal
2017,improvement,longitudinal
2018,statistically,longitudinal
2018,significant,longitudinal
2018,adding,longitudinal
2018,law,longitudinal
2018,school,longitudinal
2018,cluster,longitudinal
2018,resulted,longitudinal
2018,statistically,longitudinal
2018,significant,longitudinal
2018,improvement,longitudinal
2019,model,longitudinal
2019,improvement,longitudinal
2019,measured,longitudinal
2019,fit,longitudinal
2019,statistic,longitudinal
2019,statistically,longitudinal
2019,significant,longitudinal
2020,larger,longitudinal
2020,observed,longitudinal
2020,change,longitudinal
2020,adding,longitudinal
2020,model,longitudinal
2020,variables,longitudinal
2020,examined,longitudinal
2021,previous,longitudinal
2021,section,longitudinal
2021,implications,longitudinal
2021,adding,longitudinal
2021,variable,longitudinal
2021,perspective,longitudinal
2021,improving,longitudinal
2022,prediction,longitudinal
2022,modest,longitudinal
2022,percentage,longitudinal
2022,concordant,longitudinal
2022,pairs,longitudinal
2022,increased,longitudinal
2022,percentage,longitudinal
2023,percent,longitudinal
2023,amount,longitudinal
2023,unexplained,longitudinal
2023,variance,longitudinal
2023,minimally,longitudinal
2023,reduced,longitudinal
2023,interpretation,longitudinal
2024,parameter,longitudinal
2024,estimates,longitudinal
2024,perspective,longitudinal
2024,data,longitudinal
2024,model,longitudinal
2024,provided,longitudinal
2025,information,longitudinal
2025,relationship,longitudinal
2025,differences,longitudinal
2025,law,longitudinal
2025,schools,longitudinal
2025,outcomes,longitudinal
2025,bar,longitudinal
2026,examinations,longitudinal
2026,detailed,longitudinal
2026,explanation,longitudinal
2026,information,longitudinal
2026,found,longitudinal
2026,appendix,longitudinal
2027,table,longitudinal
2028,selected,longitudinal
2028,summary,longitudinal
2028,statistics,longitudinal
2028,logistic,longitudinal
2028,regression,longitudinal
2028,model,longitudinal
2028,bar,longitudinal
2028,examination,longitudinal
2028,outcome,longitudinal
2028,lgpa,longitudinal
2028,lsat,longitudinal
2028,score,longitudinal
2029,law,longitudinal
2029,school,longitudinal
2029,cluster,longitudinal
2030,ml,longitudinal
2030,parameter,longitudinal
2030,wald,longitudinal
2030,pr,longitudinal
2030,odds,longitudinal
2031,variable,longitudinal
2031,df,longitudinal
2031,estimate,longitudinal
2031,chi,longitudinal
2031,square,longitudinal
2031,chi,longitudinal
2031,square,longitudinal
2031,ratio,longitudinal
2032,intercept,longitudinal
2033,score,longitudinal
2034,grades,longitudinal
2035,cluster,longitudinal
2036,cluster,longitudinal
2037,cluster,longitudinal
2038,cluster,longitudinal
2039,cluster,longitudinal
2040,law,longitudinal
2040,school,longitudinal
2040,cluster,longitudinal
2040,comparisons,longitudinal
2040,supra,longitudinal
2040,page,longitudinal
2041,supra,longitudinal
2041,note,longitudinal
2041,average,longitudinal
2041,values,longitudinal
2041,lsat,longitudinal
2041,score,longitudinal
2041,ugpa,longitudinal
2041,cluster,longitudinal
2042,table,longitudinal
2042,selected,longitudinal
2042,results,longitudinal
2042,adding,longitudinal
2042,law,longitudinal
2042,school,longitudinal
2042,cluster,longitudinal
2042,lgpa,longitudinal
2042,lsat,longitudinal
2042,score,longitudinal
2042,explanatory,longitudinal
2042,model,longitudinal
2043,criterion,longitudinal
2043,intercept,longitudinal
2043,intercept,longitudinal
2043,covariates,longitudinal
2043,chi,longitudinal
2043,square,longitudinal
2043,covariates,longitudinal
2044,log,longitudinal
2044,df,longitudinal
2045,improvement,longitudinal
2045,lgpa,longitudinal
2045,lsat,longitudinal
2045,model,longitudinal
2045,df,longitudinal
2046,chi,longitudinal
2046,square,longitudinal
2046,improvement,longitudinal
2046,df,longitudinal
2048,chapter,longitudinal
2048,building,longitudinal
2048,statistical,longitudinal
2048,models,longitudinal
2048,identify,longitudinal
2048,factors,longitudinal
2048,related,longitudinal
2048,bar,longitudinal
2048,passage,longitudinal
2049,selected,longitudinal
2049,statistics,longitudinal
2049,logistic,longitudinal
2049,regression,longitudinal
2049,model,longitudinal
2049,included,longitudinal
2049,law,longitudinal
2049,school,longitudinal
2049,cluster,longitudinal
2049,shown,longitudinal
2049,table,longitudinal
2050,column,longitudinal
2050,labeled,longitudinal
2050,parameter,longitudinal
2050,estimate,longitudinal
2050,multiplier,longitudinal
2050,applied,longitudinal
2050,variable,longitudinal
2050,model,longitudinal
2051,calculate,longitudinal
2051,probability,longitudinal
2051,passing,longitudinal
2051,bar,longitudinal
2051,examination,longitudinal
2051,individual,longitudinal
2051,student,longitudinal
2051,data,longitudinal
2051,table,longitudinal
2052,parameter,longitudinal
2052,estimates,longitudinal
2052,cluster,longitudinal
2052,cluster,longitudinal
2052,statistically,longitudinal
2052,significant,longitudinal
2052,estimates,longitudinal
2053,clusters,longitudinal
2053,means,longitudinal
2053,lgpa,longitudinal
2053,lsat,longitudinal
2053,score,longitudinal
2053,probability,longitudinal
2053,time,longitudinal
2054,bar,longitudinal
2054,passage,longitudinal
2054,significantly,longitudinal
2054,examinees,longitudinal
2054,cluster,longitudinal
2054,cluster,longitudinal
2054,schools,longitudinal
2055,examinees,longitudinal
2055,cluster,longitudinal
2055,schools,longitudinal
2055,contrast,longitudinal
2055,clusters,longitudinal
2055,resulted,longitudinal
2055,significantly,longitudinal
2056,lower,longitudinal
2056,estimate,longitudinal
2056,probability,longitudinal
2056,passing,longitudinal
2056,relative,longitudinal
2056,cluster,longitudinal
2056,school,longitudinal
2057,negative,longitudinal
2057,parameter,longitudinal
2057,estimates,longitudinal
2057,odds,longitudinal
2057,column,longitudinal
2057,table,longitudinal
2057,amount,longitudinal
2057,reduction,longitudinal
2057,odds,longitudinal
2058,relative,longitudinal
2058,cluster,longitudinal
2058,clusters,longitudinal
2058,table,longitudinal
2059,examinee,longitudinal
2059,lgpa,longitudinal
2059,lsat,longitudinal
2059,score,longitudinal
2059,cluster,longitudinal
2059,reduced,longitudinal
2059,odds,longitudinal
2059,passing,longitudinal
2059,bar,longitudinal
2060,thirds,longitudinal
2060,compared,longitudinal
2060,cluster,longitudinal
2061,model,longitudinal
2061,includes,longitudinal
2061,law,longitudinal
2061,school,longitudinal
2061,cluster,longitudinal
2061,demonstrates,longitudinal
2061,change,longitudinal
2061,probability,longitudinal
2061,passing,longitudinal
2062,change,longitudinal
2062,cluster,longitudinal
2062,person,longitudinal
2062,lower,longitudinal
2062,measures,longitudinal
2063,grades,longitudinal
2063,lsat,longitudinal
2063,scores,longitudinal
2063,scoring,longitudinal
2063,person,longitudinal
2063,probability,longitudinal
2063,decreased,longitudinal
2064,consequence,longitudinal
2064,change,longitudinal
2064,cluster,longitudinal
2064,cluster,longitudinal
2064,lower,longitudinal
2064,scoring,longitudinal
2064,person,longitudinal
2064,probability,longitudinal
2064,changed,longitudinal
2065,data,longitudinal
2065,suggest,longitudinal
2065,perspective,longitudinal
2065,probability,longitudinal
2065,passing,longitudinal
2065,bar,longitudinal
2065,examination,longitudinal
2066,impact,longitudinal
2066,cluster,longitudinal
2066,lower,longitudinal
2066,scoring,longitudinal
2066,students,longitudinal
2066,scoring,longitudinal
2067,examining,longitudinal
2067,law,longitudinal
2067,school,longitudinal
2067,cluster,longitudinal
2067,data,longitudinal
2067,graphically,longitudinal
2067,understand,longitudinal
2067,implications,longitudinal
2067,logistic,longitudinal
2067,regression,longitudinal
2068,models,longitudinal
2068,summary,longitudinal
2068,statistics,longitudinal
2068,variables,longitudinal
2068,identified,longitudinal
2068,significantly,longitudinal
2068,related,longitudinal
2068,bar,longitudinal
2068,examination,longitudinal
2069,outcome,longitudinal
2069,examined,longitudinal
2069,graphically,longitudinal
2069,graphical,longitudinal
2069,display,longitudinal
2069,data,longitudinal
2069,illustrates,longitudinal
2069,relationships,longitudinal
2069,identified,longitudinal
2070,logistic,longitudinal
2070,regression,longitudinal
2070,models,longitudinal
2070,participants,longitudinal
2070,law,longitudinal
2070,school,longitudinal
2070,clusters,longitudinal
2070,matched,longitudinal
2071,adjusted,longitudinal
2071,law,longitudinal
2071,school,longitudinal
2071,grades,longitudinal
2071,subsequent,longitudinal
2071,analyses,longitudinal
2071,examinees,longitudinal
2071,matched,longitudinal
2072,lgpa,longitudinal
2072,adjusted,longitudinal
2072,unadjusted,longitudinal
2072,lgpa,longitudinal
2072,rounded,longitudinal
2072,nearest,longitudinal
2072,matched,longitudinal
2072,data,longitudinal
2073,proportion,longitudinal
2073,passed,longitudinal
2073,bar,longitudinal
2073,examination,longitudinal
2073,plotted,longitudinal
2073,separately,longitudinal
2073,law,longitudinal
2073,school,longitudinal
2073,cluster,longitudinal
2074,appendix,longitudinal
2074,detailed,longitudinal
2074,numerical,longitudinal
2074,illustration,longitudinal
2074,phenomenon,longitudinal
2076,chapter,longitudinal
2076,building,longitudinal
2076,statistical,longitudinal
2076,models,longitudinal
2076,identify,longitudinal
2076,factors,longitudinal
2076,related,longitudinal
2076,bar,longitudinal
2076,passage,longitudinal
2077,figure,longitudinal
2077,proportion,longitudinal
2077,examinees,longitudinal
2077,passing,longitudinal
2077,bar,longitudinal
2077,exam,longitudinal
2077,matched,longitudinal
2078,adjusted,longitudinal
2078,lgpa,longitudinal
2078,separately,longitudinal
2078,law,longitudinal
2078,school,longitudinal
2078,cluster,longitudinal
2079,plot,longitudinal
2079,cluster,longitudinal
2079,shown,longitudinal
2079,figure,longitudinal
2079,consistent,longitudinal
2079,analytical,longitudinal
2079,results,longitudinal
2079,logistic,longitudinal
2080,regression,longitudinal
2080,models,longitudinal
2080,figure,longitudinal
2080,strong,longitudinal
2080,relationship,longitudinal
2080,adjusted,longitudinal
2080,lgpa,longitudinal
2080,passing,longitudinal
2080,bar,longitudinal
2080,exam,longitudinal
2081,adjusted,longitudinal
2081,lgpa,longitudinal
2081,increases,longitudinal
2081,proportion,longitudinal
2081,passed,longitudinal
2081,figure,longitudinal
2082,difference,longitudinal
2082,clusters,longitudinal
2082,regard,longitudinal
2082,proportion,longitudinal
2082,passing,longitudinal
2082,adjusted,longitudinal
2082,lgpa,longitudinal
2083,range,longitudinal
2083,consistent,longitudinal
2083,statistical,longitudinal
2083,model,longitudinal
2083,largest,longitudinal
2083,discrepancies,longitudinal
2083,cluster,longitudinal
2083,observed,longitudinal
2084,cluster,longitudinal
2084,cluster,longitudinal
2086,chapter,longitudinal
2086,building,longitudinal
2086,statistical,longitudinal
2086,models,longitudinal
2086,identify,longitudinal
2086,factors,longitudinal
2086,related,longitudinal
2086,bar,longitudinal
2086,passage,longitudinal
2087,figure,longitudinal
2087,proportion,longitudinal
2087,examinees,longitudinal
2087,passing,longitudinal
2087,bar,longitudinal
2087,exam,longitudinal
2087,matched,longitudinal
2088,adjusted,longitudinal
2088,lgpa,longitudinal
2088,separately,longitudinal
2088,cluster,longitudinal
2088,cluster,longitudinal
2088,schools,longitudinal
2089,figure,longitudinal
2089,proportion,longitudinal
2089,examinees,longitudinal
2089,passing,longitudinal
2089,bar,longitudinal
2089,exam,longitudinal
2089,matched,longitudinal
2090,adjusted,longitudinal
2090,lgpa,longitudinal
2090,separately,longitudinal
2090,cluster,longitudinal
2090,cluster,longitudinal
2090,schools,longitudinal
2092,chapter,longitudinal
2092,building,longitudinal
2092,statistical,longitudinal
2092,models,longitudinal
2092,identify,longitudinal
2092,factors,longitudinal
2092,related,longitudinal
2092,bar,longitudinal
2092,passage,longitudinal
2093,plots,longitudinal
2093,clusters,longitudinal
2093,clusters,longitudinal
2093,shown,longitudinal
2093,separately,longitudinal
2093,figures,longitudinal
2094,illustrate,longitudinal
2094,observed,longitudinal
2094,pattern,longitudinal
2094,figures,longitudinal
2094,relationship,longitudinal
2095,lgpa,longitudinal
2095,bar,longitudinal
2095,examination,longitudinal
2095,outcome,longitudinal
2095,observed,longitudinal
2095,sets,longitudinal
2095,examinees,longitudinal
2096,proportion,longitudinal
2096,passing,longitudinal
2096,lgpa,longitudinal
2096,remain,longitudinal
2096,graduates,longitudinal
2096,cluster,longitudinal
2096,schools,longitudinal
2097,cluster,longitudinal
2097,cluster,longitudinal
2097,schools,longitudinal
2097,grades,longitudinal
2097,reached,longitudinal
2097,approximately,longitudinal
2097,standard,longitudinal
2097,deviation,longitudinal
2098,grades,longitudinal
2098,evidence,longitudinal
2098,differences,longitudinal
2098,clusters,longitudinal
2098,data,longitudinal
2098,suggest,longitudinal
2099,difference,longitudinal
2099,proportion,longitudinal
2099,passing,longitudinal
2099,remains,longitudinal
2099,fairly,longitudinal
2099,constant,longitudinal
2099,cluster,longitudinal
2099,cluster,longitudinal
2100,lgpa,longitudinal
2100,range,longitudinal
2100,contrast,longitudinal
2100,difference,longitudinal
2100,cluster,longitudinal
2100,cluster,longitudinal
2100,lgpa,longitudinal
2100,range,longitudinal
2101,larger,longitudinal
2101,lgpas,longitudinal
2101,decrease,longitudinal
2101,plots,longitudinal
2101,produced,longitudinal
2101,unadjusted,longitudinal
2101,grades,longitudinal
2101,shown,longitudinal
2102,differences,longitudinal
2102,clusters,longitudinal
2102,slightly,longitudinal
2102,larger,longitudinal
2102,trends,longitudinal
2103,figure,longitudinal
2103,proportion,longitudinal
2103,examinees,longitudinal
2103,passing,longitudinal
2103,bar,longitudinal
2103,exam,longitudinal
2103,matched,longitudinal
